iso3c,iso2c,country_code,country_name,eu27,un_region_name,un_sub_region_name,un_intermediate_region_name,un_region_clean,un_sub_region_clean,un_intermediate_region_clean,un_developed_or_developing_countries,kingdom,internal_count,regional_count,external_count,unknown_count,total_count,internal_percentage,regional_percentage,external_percentage,is_cbd_party,wb_income_group,is_cbd_party_1,wb_income_group_1,is_ldc,is_sids
PRY,PY,PY,Paraguay,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Viruses,0,0,153,0,153,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
NPL,NP,NP,Nepal,FALSE,Asia,Southern Asia,,Asia,Southern-Asia,,Developing,Chromista,0,39,114,0,153,0.0,25.49,74.51,True,Lower middle income,True,Lower middle income,True,False
MTQ,MQ,MQ,Martinique,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Viruses,0,1,152,0,153,0.0,0.65,99.35,,,,,,
UKR,UA,UA,Ukraine,FALSE,Europe,Eastern Europe,,Europe,Eastern-Europe,,Developed,Archaea,0,118,34,0,152,0.0,77.63,22.37,True,Upper middle income,True,Upper middle income,False,False
TUV,TV,TV,Tuvalu,FALSE,Oceania,Polynesia,,Oceania,Polynesia,,Developing,Fungi,0,139,13,0,152,0.0,91.45,8.55,True,Upper middle income,True,Upper middle income,True,True
BHS,BS,BS,Bahamas,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Protozoa,0,127,24,0,151,0.0,84.11,15.89,True,High income,True,High income,False,True
ZWE,ZW,ZW,Zimbabwe,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Protozoa,0,0,151,0,151,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
CYM,KY,KY,Cayman Islands,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,incertae sedis,0,90,61,0,151,0.0,59.6,40.4,,,,,,
TJK,TJ,TJ,Tajikistan,FALSE,Asia,Central Asia,,Asia,Central-Asia,,Developing,Viruses,0,0,150,0,150,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,False
VCT,VC,VC,Saint Vincent and the Grenadines,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,incertae sedis,0,84,66,0,150,0.0,56.0,44.0,True,Upper middle income,True,Upper middle income,False,False
COM,KM,KM,Comoros,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Chromista,0,0,149,0,149,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,True
HTI,HT,HT,Haiti,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Bacteria,0,65,84,0,149,0.0,43.62,56.38,True,Lower middle income,True,Lower middle income,True,True
MRT,MR,MR,Mauritania,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Viruses,0,0,144,0,144,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,False
COG,CG,CG,Congo,FALSE,Africa,Sub-Saharan Africa,Middle Africa,Africa,Sub-Saharan-Africa,Middle-Africa,Developing,Bacteria,0,0,143,0,143,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
TCD,TD,TD,Chad,FALSE,Africa,Sub-Saharan Africa,Middle Africa,Africa,Sub-Saharan-Africa,Middle-Africa,Developing,Chromista,0,1,141,0,142,0.0,0.7,99.3,True,Low income,True,Low income,True,False
URY,UY,UY,Uruguay,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Archaea,0,102,40,0,142,0.0,71.83,28.17,True,High income,True,High income,False,False
MHL,MH,MH,Marshall Islands,FALSE,Oceania,Micronesia,,Oceania,Micronesia,,Developing,Protozoa,0,0,139,0,139,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,True
GRD,GD,GD,Grenada,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Protozoa,0,139,0,0,139,0.0,100.0,0.0,True,Upper middle income,True,Upper middle income,False,True
SLV,SV,SV,El Salvador,FALSE,Americas,Latin America and the Caribbean,Central America,Americas,Latin-America-and-the-Caribbean,Central-America,Developing,Protozoa,0,39,99,0,138,0.0,28.26,71.74,True,Upper middle income,True,Upper middle income,False,False
BLM,BL,BL,Saint Barthelemy,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Fungi,0,115,23,0,138,0.0,83.33,16.67,,,,,,
LBY,LY,LY,Libya,FALSE,Africa,Northern Africa,,Africa,Northern-Africa,,Developing,Viruses,0,0,137,0,137,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
UGA,UG,UG,Uganda,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Protozoa,0,0,137,0,137,0.0,0.0,100.0,True,Low income,True,Low income,True,False
ATG,AG,AG,Antigua and Barbuda,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Fungi,0,59,78,0,137,0.0,43.07,56.93,True,High income,True,High income,False,True
ARM,AM,AM,Armenia,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Bacteria,0,0,137,0,137,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
HKG,HK,HK,Hong Kong,FALSE,Asia,Eastern Asia,,Asia,Eastern-Asia,,Developing,Protozoa,0,0,136,0,136,0.0,0.0,100.0,,,,,,
BHR,BH,BH,Bahrain,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,incertae sedis,0,0,133,0,133,0.0,0.0,100.0,True,High income,True,High income,False,False
IRL,IE,IE,Ireland,TRUE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,Archaea,0,133,0,0,133,0.0,100.0,0.0,True,High income,True,High income,False,False
SGP,SG,SG,Singapore,FALSE,Asia,South-eastern Asia,,Asia,South-eastern-Asia,,Developing,Protozoa,0,0,132,0,132,0.0,0.0,100.0,True,High income,True,High income,False,True
ATG,AG,AG,Antigua and Barbuda,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,incertae sedis,0,62,70,0,132,0.0,46.97,53.03,True,High income,True,High income,False,True
KGZ,KG,KG,Kyrgyzstan,FALSE,Asia,Central Asia,,Asia,Central-Asia,,Developing,Protozoa,0,2,129,0,131,0.0,1.53,98.47,True,Lower middle income,True,Lower middle income,False,False
SWZ,SZ,SZ,Swaziland,FALSE,Africa,Sub-Saharan Africa,Southern Africa,Africa,Sub-Saharan-Africa,Southern-Africa,Developing,incertae sedis,0,22,108,0,130,0.0,16.92,83.08,True,Lower middle income,True,Lower middle income,False,False
SLB,SB,SB,Solomon Islands,FALSE,Oceania,Melanesia,,Oceania,Melanesia,,Developing,Bacteria,1,17,111,0,129,0.78,13.18,86.05,True,Lower middle income,True,Lower middle income,True,True
MDV,MV,MV,Maldives,FALSE,Asia,Southern Asia,,Asia,Southern-Asia,,Developing,Archaea,0,0,128,0,128,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,True
PSE,PS,PS,"Palestine, State of",FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Viruses,0,0,127,0,127,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
KHM,KH,KH,Cambodia,FALSE,Asia,South-eastern Asia,,Asia,South-eastern-Asia,,Developing,Chromista,0,0,126,0,126,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,False
WLF,WF,WF,Wallis and Futuna,FALSE,Oceania,Polynesia,,Oceania,Polynesia,,Developing,Fungi,0,91,34,0,125,0.0,72.8,27.2,,,,,,
IRQ,IQ,IQ,Iraq,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Protozoa,0,0,123,0,123,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
MYT,YT,YT,Mayotte,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Viruses,0,0,123,0,123,0.0,0.0,100.0,,,,,,
FLK,FK,FK,Falkland Islands (Malvinas),FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Bacteria,0,1,122,0,123,0.0,0.81,99.19,,,,,,
PRY,PY,PY,Paraguay,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Bacteria,0,7,115,0,122,0.0,5.74,94.26,True,Upper middle income,True,Upper middle income,False,False
MNE,ME,ME,Montenegro,FALSE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Viruses,0,122,0,0,122,0.0,100.0,0.0,True,Upper middle income,True,Upper middle income,False,False
MNP,MP,MP,Northern Mariana Islands,FALSE,Oceania,Micronesia,,Oceania,Micronesia,,Developing,Fungi,0,4,118,0,122,0.0,3.28,96.72,,,,,,
LCA,LC,LC,Saint Lucia,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Chromista,0,108,13,0,121,0.0,89.26,10.74,True,Upper middle income,True,Upper middle income,False,False
CMR,CM,CM,Cameroon,FALSE,Africa,Sub-Saharan Africa,Middle Africa,Africa,Sub-Saharan-Africa,Middle-Africa,Developing,Protozoa,0,0,120,0,120,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
COM,KM,KM,Comoros,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Bacteria,0,0,120,0,120,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,True
,,,,,,,,,,,,Bacteria,0,0,120,0,120,0.0,0.0,100.0,,,,,,
VEN,VE,VE,"Venezuela, Bolivarian Republic of",FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Archaea,0,36,83,0,119,0.0,30.25,69.75,True,Lower middle income,True,Lower middle income,False,False
PCN,PN,PN,Pitcairn,FALSE,Oceania,Polynesia,,Oceania,Polynesia,,Developing,Archaea,0,0,118,0,118,0.0,0.0,100.0,,,,,,
PRI,PR,PR,Puerto Rico,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Archaea,0,0,116,0,116,0.0,0.0,100.0,,,,,,
RWA,RW,RW,Rwanda,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Archaea,0,0,115,0,115,0.0,0.0,100.0,True,Low income,True,Low income,True,False
MRT,MR,MR,Mauritania,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Bacteria,0,5,110,0,115,0.0,4.35,95.65,True,Lower middle income,True,Lower middle income,True,False
GMB,GM,GM,Gambia,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Bacteria,0,4,109,0,113,0.0,3.54,96.46,True,Low income,True,Low income,True,False
GMB,GM,GM,Gambia,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Viruses,0,0,112,0,112,0.0,0.0,100.0,True,Low income,True,Low income,True,False
MRT,MR,MR,Mauritania,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,incertae sedis,0,0,111,0,111,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,False
SLE,SL,SL,Sierra Leone,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Protozoa,0,0,111,0,111,0.0,0.0,100.0,True,Low income,True,Low income,False,False
BDI,BI,BI,Burundi,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Chromista,0,0,110,0,110,0.0,0.0,100.0,True,Low income,True,Low income,True,False
BHR,BH,BH,Bahrain,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Chromista,0,0,110,0,110,0.0,0.0,100.0,True,High income,True,High income,False,False
BVT,BV,BV,Bouvet Island,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Plantae,0,0,110,0,110,0.0,0.0,100.0,,,,,,
GUM,GU,GU,Guam,FALSE,Oceania,Micronesia,,Oceania,Micronesia,,Developing,Protozoa,0,0,110,0,110,0.0,0.0,100.0,,,,,,
DZA,DZ,DZ,Algeria,FALSE,Africa,Northern Africa,,Africa,Northern-Africa,,Developing,Archaea,0,0,109,0,109,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
PNG,PG,PG,Papua New Guinea,FALSE,Oceania,Melanesia,,Oceania,Melanesia,,Developing,Viruses,0,2,106,0,108,0.0,1.85,98.15,True,Lower middle income,True,Lower middle income,False,True
NFK,NF,NF,Norfolk Island,FALSE,Oceania,Australia and New Zealand,,Oceania,Australia-and-New-Zealand,,Developed,Archaea,0,0,106,0,106,0.0,0.0,100.0,,,,,,
YEM,YE,YE,Yemen,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Viruses,0,0,105,0,105,0.0,0.0,100.0,True,Low income,True,Low income,True,False
POL,PL,PL,Poland,TRUE,Europe,Eastern Europe,,Europe,Eastern-Europe,,Developed,Archaea,0,104,0,0,104,0.0,100.0,0.0,True,High income,True,High income,False,False
NCL,NC,NC,New Caledonia,FALSE,Oceania,Melanesia,,Oceania,Melanesia,,Developing,Archaea,0,0,104,0,104,0.0,0.0,100.0,,,,,,
UZB,UZ,UZ,Uzbekistan,FALSE,Asia,Central Asia,,Asia,Central-Asia,,Developing,Protozoa,66,0,33,0,99,66.67,0.0,33.33,True,Lower middle income,True,Lower middle income,False,False
SYC,SC,SC,Seychelles,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Viruses,0,0,99,0,99,0.0,0.0,100.0,True,High income,True,High income,False,True
,,,,,,,,,,,,Viruses,0,0,99,0,99,0.0,0.0,100.0,,,,,,
NIC,NI,NI,Nicaragua,FALSE,Americas,Latin America and the Caribbean,Central America,Americas,Latin-America-and-the-Caribbean,Central-America,Developing,Bacteria,0,55,43,0,98,0.0,56.12,43.88,True,Lower middle income,True,Lower middle income,False,False
CUW,CW,CW,Curacao,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Fungi,0,45,53,0,98,0.0,45.92,54.08,,,,,,
ZMB,ZM,ZM,Zambia,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Chromista,0,0,97,0,97,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,False
NPL,NP,NP,Nepal,FALSE,Asia,Southern Asia,,Asia,Southern-Asia,,Developing,Archaea,0,0,95,0,95,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,False
SLV,SV,SV,El Salvador,FALSE,Americas,Latin America and the Caribbean,Central America,Americas,Latin-America-and-the-Caribbean,Central-America,Developing,Bacteria,0,42,52,0,94,0.0,44.68,55.32,True,Upper middle income,True,Upper middle income,False,False
ISL,IS,IS,Iceland,FALSE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,Archaea,0,83,10,0,93,0.0,89.25,10.75,True,High income,True,High income,False,False
REU,RE,RE,Reunion,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Archaea,0,0,93,0,93,0.0,0.0,100.0,,,,,,
MDA,MD,MD,"Moldova, Republic of",FALSE,Europe,Eastern Europe,,Europe,Eastern-Europe,,Developed,Viruses,0,92,0,0,92,0.0,100.0,0.0,True,Upper middle income,True,Upper middle income,False,False
BDI,BI,BI,Burundi,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Protozoa,0,0,91,0,91,0.0,0.0,100.0,True,Low income,True,Low income,True,False
YEM,YE,YE,Yemen,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Protozoa,0,0,90,0,90,0.0,0.0,100.0,True,Low income,True,Low income,True,False
SRB,RS,RS,Serbia,FALSE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Protozoa,0,19,71,0,90,0.0,21.11,78.89,True,Upper middle income,True,Upper middle income,False,False
JAM,JM,JM,Jamaica,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Viruses,0,0,90,0,90,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,True
LCA,LC,LC,Saint Lucia,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,incertae sedis,0,80,9,0,89,0.0,89.89,10.11,True,Upper middle income,True,Upper middle income,False,False
TCD,TD,TD,Chad,FALSE,Africa,Sub-Saharan Africa,Middle Africa,Africa,Sub-Saharan-Africa,Middle-Africa,Developing,Fungi,0,0,89,0,89,0.0,0.0,100.0,True,Low income,True,Low income,True,False
EST,EE,EE,Estonia,TRUE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,Archaea,80,7,0,0,87,91.95,8.05,0.0,True,High income,True,High income,False,False
ETH,ET,ET,Ethiopia,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Protozoa,0,0,86,0,86,0.0,0.0,100.0,True,Low income,True,Low income,True,False
TCA,TC,TC,Turks and Caicos Islands,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Chromista,0,84,1,0,85,0.0,98.82,1.18,,,,,,
JEY,JE,JE,Jersey,FALSE,Europe,Northern Europe,Channel Islands,Europe,Northern-Europe,Channel-Islands,Developed,Viruses,0,84,1,0,85,0.0,98.82,1.18,,,,,,
GIB,GI,GI,Gibraltar,FALSE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Chromista,0,67,18,0,85,0.0,78.82,21.18,,,,,,
TUN,TN,TN,Tunisia,FALSE,Africa,Northern Africa,,Africa,Northern-Africa,,Developing,Protozoa,0,0,84,0,84,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
IOT,IO,IO,British Indian Ocean Territory,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Fungi,0,0,84,0,84,0.0,0.0,100.0,,,,,,
TCD,TD,TD,Chad,FALSE,Africa,Sub-Saharan Africa,Middle Africa,Africa,Sub-Saharan-Africa,Middle-Africa,Developing,Viruses,0,0,83,0,83,0.0,0.0,100.0,True,Low income,True,Low income,True,False
ATF,TF,TF,French Southern Territories,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Archaea,0,0,83,0,83,0.0,0.0,100.0,,,,,,
JOR,JO,JO,Jordan,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Archaea,0,0,82,0,82,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
QAT,QA,QA,Qatar,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Protozoa,0,0,82,0,82,0.0,0.0,100.0,True,High income,True,High income,False,False
MSR,MS,MS,Montserrat,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Fungi,0,67,15,0,82,0.0,81.71,18.29,,,,,,
CCK,CC,CC,Cocos (Keeling) Islands,FALSE,Oceania,Australia and New Zealand,,Oceania,Australia-and-New-Zealand,,Developed,Fungi,0,46,36,0,82,0.0,56.1,43.9,,,,,,
SYC,SC,SC,Seychelles,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Protozoa,1,0,79,0,80,1.25,0.0,98.75,True,High income,True,High income,False,True
FJI,FJ,FJ,Fiji,FALSE,Oceania,Melanesia,,Oceania,Melanesia,,Developing,Protozoa,14,2,64,0,80,17.5,2.5,80.0,True,Upper middle income,True,Upper middle income,False,True
ALA,AX,AX,Aland Islands,FALSE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,Protozoa,0,70,9,0,79,0.0,88.61,11.39,,,,,,
KGZ,KG,KG,Kyrgyzstan,FALSE,Asia,Central Asia,,Asia,Central-Asia,,Developing,Viruses,0,0,78,0,78,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
TCD,TD,TD,Chad,FALSE,Africa,Sub-Saharan Africa,Middle Africa,Africa,Sub-Saharan-Africa,Middle-Africa,Developing,Bacteria,0,0,78,0,78,0.0,0.0,100.0,True,Low income,True,Low income,True,False
GMB,GM,GM,Gambia,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Chromista,0,15,63,0,78,0.0,19.23,80.77,True,Low income,True,Low income,True,False
GNB,GW,GW,Guinea-Bissau,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Bacteria,0,0,78,0,78,0.0,0.0,100.0,True,Low income,True,Low income,True,True
VAT,VA,VA,Holy See (Vatican City State),FALSE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Plantae,0,70,7,0,77,0.0,90.91,9.09,,,,,,
MMR,MM,MM,Myanmar,FALSE,Asia,South-eastern Asia,,Asia,South-eastern-Asia,,Developing,Protozoa,0,0,76,0,76,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,False
MKD,MK,MK,"Macedonia, the former Yugoslav Republic of",FALSE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Protozoa,0,70,6,0,76,0.0,92.11,7.89,True,Upper middle income,True,Upper middle income,False,False
QAT,QA,QA,Qatar,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Bacteria,0,0,76,0,76,0.0,0.0,100.0,True,High income,True,High income,False,False
ROU,RO,RO,Romania,TRUE,Europe,Eastern Europe,,Europe,Eastern-Europe,,Developed,Archaea,0,76,0,0,76,0.0,100.0,0.0,True,High income,True,High income,False,False
ECU,EC,EC,Ecuador,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Archaea,0,1,75,0,76,0.0,1.32,98.68,True,Upper middle income,True,Upper middle income,False,False
BES,BQ,BQ,"Bonaire, Sint Eustatius and Saba",FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,incertae sedis,0,6,70,0,76,0.0,7.89,92.11,,,,,,
COM,KM,KM,Comoros,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Fungi,0,4,71,0,75,0.0,5.33,94.67,True,Lower middle income,True,Lower middle income,True,True
ZWE,ZW,ZW,Zimbabwe,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Archaea,0,0,75,0,75,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
BES,BQ,BQ,"Bonaire, Sint Eustatius and Saba",FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Fungi,0,39,35,0,74,0.0,52.7,47.3,,,,,,
DJI,DJ,DJ,Djibouti,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Bacteria,0,0,73,0,73,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,False
KGZ,KG,KG,Kyrgyzstan,FALSE,Asia,Central Asia,,Asia,Central-Asia,,Developing,Archaea,0,0,73,0,73,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
CZE,CZ,CZ,Czech Republic,TRUE,Europe,Eastern Europe,,Europe,Eastern-Europe,,Developed,Archaea,0,72,0,0,72,0.0,100.0,0.0,True,High income,True,High income,False,False
LCA,LC,LC,Saint Lucia,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Protozoa,0,21,51,0,72,0.0,29.17,70.83,True,Upper middle income,True,Upper middle income,False,False
HRV,HR,HR,Croatia,TRUE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Archaea,0,72,0,0,72,0.0,100.0,0.0,True,High income,True,High income,False,False
MUS,MU,MU,Mauritius,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Archaea,0,0,70,0,70,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,True
BIH,BA,BA,Bosnia and Herzegovina,FALSE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Chromista,0,46,24,0,70,0.0,65.71,34.29,True,Upper middle income,True,Upper middle income,False,False
KNA,KN,KN,Saint Kitts and Nevis,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Bacteria,0,26,44,0,70,0.0,37.14,62.86,True,High income,True,High income,False,False
IOT,IO,IO,British Indian Ocean Territory,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,incertae sedis,0,0,69,0,69,0.0,0.0,100.0,,,,,,
TGO,TG,TG,Togo,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Chromista,0,9,59,0,68,0.0,13.24,86.76,True,Low income,True,Low income,True,False
NIC,NI,NI,Nicaragua,FALSE,Americas,Latin America and the Caribbean,Central America,Americas,Latin-America-and-the-Caribbean,Central-America,Developing,Viruses,0,0,68,0,68,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
AZE,AZ,AZ,Azerbaijan,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Chromista,0,0,68,0,68,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
TKM,TM,TM,Turkmenistan,FALSE,Asia,Central Asia,,Asia,Central-Asia,,Developing,Chromista,0,0,68,0,68,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
BVT,BV,BV,Bouvet Island,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Fungi,0,0,68,0,68,0.0,0.0,100.0,,,,,,
GHA,GH,GH,Ghana,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Protozoa,0,0,67,0,67,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
MRT,MR,MR,Mauritania,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Fungi,0,0,66,0,66,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,False
VCT,VC,VC,Saint Vincent and the Grenadines,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Bacteria,0,13,53,0,66,0.0,19.7,80.3,True,Upper middle income,True,Upper middle income,False,False
